Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified,texto_fuente_estricto,label_cervecero_estricto,label_final,label_justificacion
1580.438,Levilactobacillus brevis strain MYSN105,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,MYSN105,,,,,,,,,,,,,,,,,,,,Poor,2021-08-31T00:00:00Z,,,PRJNA679667,SAMN16843542,GCA_019837695.1,,JAGTJG000000000,University of Ottawa,WGS,Illumina MiSeq,14.0x,Velvet v. 1.0.0,,,1299,2097245,46.268116,309.0,2074.0,12.0,3.0,,2937,95.6,87.82,7.69,91.67,Low contig N50;Too many contigs;Genome too short,fermented Pozha,,2017,2017.0,,India,,,,,India: Kerala state,,,,,,,,,,,,L brevis MYSN105,2021-09-29T14:14:40.032Z,2021-09-29T14:14:40.032Z,fermented pozha | ,False,False,
1580.452,Levilactobacillus brevis strain LBX14,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,LBX14,,,,,,,,,,,,,,,,,,,,Good,2021-10-15T00:00:00Z,,,PRJNA660410,SAMN15948929,GCA_020509325.1,,JACTGW000000000,Saurashtra University,WGS,Illumina HiSeq,642x,SPAdes v. 3.1.1; Velvet v. 1.2.10;,,,31,2432315,46.032524,9.0,101200.0,69.0,8.0,,2465,97.11,95.24,3.42,99.05,,Human adult fecal sample,,2018-01-05,2018.0,,India,,,,,India:Gujarat,,Homo sapiens,Human,,,,Human,,,,sample_type:Whole organism,Whole genome sequencing of two probiotic strains of Lactobacillus.,2021-10-31T15:23:14.852Z,2021-10-31T15:23:14.852Z,human adult fecal sample | ,False,False,
1580.453,Levilactobacillus brevis strain ASK-1,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,ASK-1,,,,,,,,,,,,,,,,,,,,Good,2021-10-19T00:00:00Z,,,PRJNA770818,SAMN22237325,GCA_020532035.1,,JAJAWJ000000000,Chandrakasem Rajabhat University,WGS,Illumina MiSeq,1000x,SPAdes v. 3.12,,,73,2343673,45.922832,6.0,117944.0,56.0,2.0,,2372,96.93,96.2,,99.29,,fermented pork sausage (Sai-krog-prieo),,2017-11-17,2017.0,,Thailand,,,,,Thailand: Bangkok,,,,,,,,,,,sample_type:bacteria,Diversity of GABA-producing of LAB,2021-10-31T16:24:23.919Z,2021-10-31T16:24:23.919Z,fermented pork sausage (sai-krog-prieo) | ,False,False,
1580.460,Levilactobacillus brevis strain 12991,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,12991,,,,,,,,,,,,,,,,,,,,Good,2021-11-04T00:00:00Z,33868800,,PRJNA543206,SAMN21194226,GCA_020741515.1,,DYYT00000000,Quadram Institutte,WGS,Illumina HiSeq 3000,328138x,MegaHIT v. 1.2.9,,,42,2318552,46.19832,7.0,91113.0,45.0,1.0,,2330,96.56,95.66,0.47,98.58,,feces,,2015,2015.0,,,,,,,Germany,,poultry,Poultry,,,,Avian,,,,sample_type:metagenomic assembly,chicken metagenome fecal samples,2021-11-30T20:03:38Z,2021-11-30T20:03:38Z,feces | ,False,False,
1580.473,Levilactobacillus brevis M10,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Complete,M10,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,34796353,,PRJNA721849,SAMN18740302,GCA_021383565.1,,"CP079699,CP079700,CP079701,CP079702",,Complete,Illumina HiSeq; PacBio RSII,439.0x,HGAP v. 3,,3.0,4,2675649,50.70751,1.0,2574724.0,64.0,18.0,,2538,96.5,95.9,0.24,99.29,,soil,,2019,2019.0,,South Korea,,,,Asia,South Korea,,,,,,,,,,,sample_type:whole organism,,2022-02-02T15:22:49.273Z,2022-02-02T15:22:49.273Z,soil | ,False,False,
1580.474,Levilactobacillus brevis 7.2.12,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,7.2.12,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818098,GCA_021384395.1,,JAJHOC000000000,,WGS,Illumina NextSeq,528.447x,Unicycler v. 0.4.8,,,199,2559005,45.45216,20.0,40344.0,53.0,3.0,,2741,96.93,95.72,0.47,99.29,,Cucumber fermentation tank,,2009-05,2009.0,,USA,North Carolina,,,North America,"USA: Mount Olive, NC",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:23:19.117Z,2022-02-02T15:23:19.117Z,cucumber fermentation tank | ,False,False,
1580.475,Levilactobacillus brevis 7.2.41,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,7.2.41,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818100,GCA_021384405.1,,JAJHVN000000000,,WGS,Illumina NextSeq,989.898x,Unicycler v. 0.4.8,,,168,2452927,45.747795,21.0,37182.0,56.0,3.0,,2559,96.87,95.6,0.47,99.29,,Cucumber fermentation tank,,2009-05,2009.0,,USA,North Carolina,,,North America,"USA: Mount Olive, NC",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:23:18.374Z,2022-02-02T15:23:18.374Z,cucumber fermentation tank | ,False,False,
1580.476,Levilactobacillus brevis 3.8.25,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,3.8.25,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22657236,GCA_021384415.1,,JAJHNO000000000,,WGS,Illumina NextSeq,376.39x,unicycler v. 0.4.8,,,173,2503685,45.653545,21.0,40343.0,57.0,2.0,,2640,96.87,95.6,0.47,99.29,,Cucumber fermentation tank,,2009-05,2009.0,,USA,North Carolina,,,North America,"USA: Mount Olive, NC",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:26:48.040Z,2022-02-02T15:26:48.040Z,cucumber fermentation tank | ,False,False,
1580.477,Levilactobacillus brevis 7.2.40,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,7.2.40,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818099,GCA_021384445.1,,JAJHVM000000000,,WGS,Illumina NextSeq,423.63x,Unicycler v. 0.4.8,,,178,2557347,45.48323,21.0,40343.0,55.0,1.0,,2702,96.75,95.42,0.47,99.29,,Cucumber fermentation tank,,2009-05,2009.0,,USA,North Carolina,,,North America,"USA: Mount Olive, NC",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:26:48.828Z,2022-02-02T15:26:48.828Z,cucumber fermentation tank | ,False,False,
1580.478,Levilactobacillus brevis 7.2.13,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,7.2.13,,,,,,,,,,,,,,,,,,,,Good,2022-01-12T00:00:00Z,,,PRJNA674638,SAMN22818102,GCA_021384495.1,,JAJHVP000000000,,WGS,Illumina NextSeq,449.91x,Unicycler v. 0.4.8,,,213,2542145,45.566284,20.0,36178.0,30.0,2.0,,2692,96.99,95.72,0.47,99.29,,Cucumber fermentation tank,,,,,,,,,,,,,,,,,,,,,sample_type:isolate,,2022-02-02T15:27:01.727Z,2022-02-02T15:27:01.727Z,cucumber fermentation tank | ,False,False,
1580.479,Levilactobacillus brevis 7.8.43,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,7.8.43,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818105,GCA_021384515.1,,JAJHVS000000000,,WGS,Illumina NextSeq,469.725x,Unicycler v. 0.4.8,,,174,2473125,45.6837,21.0,39858.0,56.0,2.0,,2586,96.87,95.6,0.47,99.29,,Cucumber fermentation tank,,2009-05,2009.0,,USA,North Carolina,,,North America,"USA: Mount Olive, NC",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:30:10.399Z,2022-02-02T15:30:10.399Z,cucumber fermentation tank | ,False,False,
1580.480,Levilactobacillus brevis 7.2.49,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,7.2.49,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818101,GCA_021384505.1,,JAJHVO000000000,,WGS,Illumina NextSeq,148.893x,Unicycler v. 0.4.8,,,159,2497582,45.651554,20.0,40343.0,53.0,3.0,,2619,96.93,95.72,0.47,99.29,,Cucumber fermentation tank,,2009-05,2009.0,,USA,North Carolina,,,North America,"USA: Mount Olive, NC",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:30:08.722Z,2022-02-02T15:30:08.722Z,cucumber fermentation tank | ,False,False,
1580.481,Levilactobacillus brevis 7.8.33,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,7.8.33,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818103,GCA_021384555.1,,JAJHVQ000000000,,WGS,Illumina NextSeq,246.631x,Unicycler v. 0.4.8,,,161,2493341,45.660744,20.0,40343.0,53.0,2.0,,2614,96.87,95.66,0.47,99.29,,Cucumber fermentation tank,,2009-05,2009.0,,USA,North Carolina,,,North America,"USA: Mount Olive, NC",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:30:07.047Z,2022-02-02T15:30:07.047Z,cucumber fermentation tank | ,False,False,
1580.482,Levilactobacillus brevis 7.8.34,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,7.8.34,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818104,GCA_021384565.1,,JAJHVR000000000,,WGS,Illumina NextSeq,580.085x,Unicycler v. 0.4.8,,,177,2470436,45.689507,21.0,37182.0,56.0,2.0,,2583,96.87,95.6,0.47,99.29,,Cucumber fermentation tank,,2009-05,2009.0,,USA,North Carolina,,,North America,"USA: Mount Olive, NC",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:30:22.960Z,2022-02-02T15:30:22.960Z,cucumber fermentation tank | ,False,False,
1580.483,Levilactobacillus brevis 30.8.38,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,30.8.38,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818107,GCA_021384595.1,,JAJHVU000000000,,WGS,Illumina NextSeq,157.08x,Unicycler v. 0.4.8,,,192,2535605,45.58553,22.0,39859.0,30.0,2.0,,2674,96.75,95.48,0.47,99.29,,Cucumber fermentation tank,,2010-09,2010.0,,USA,Minnesota,,,North America,"USA: Chaska, MN",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:30:26.697Z,2022-02-02T15:30:26.697Z,cucumber fermentation tank | ,False,False,
1580.484,Levilactobacillus brevis 30.2.29,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,30.2.29,,,,,,,,,,,,,,,,,,,,Good,2022-01-07T00:00:00Z,,,PRJNA674638,SAMN22818106,GCA_021384615.1,,JAJHVT000000000,,WGS,Illumina NextSeq,936.504x,Unicycler v. 0.4.8,,,211,2593201,45.483322,24.0,35670.0,53.0,3.0,,2777,96.87,95.66,0.7,99.29,,Cucumber fermentation tank,,2010-09,2010.0,,USA,Minnesota,,,North America,"USA: Chaska, MN",,,,,,,,,,,sample_type:isolate,,2022-02-02T15:30:31.132Z,2022-02-02T15:30:31.132Z,cucumber fermentation tank | ,False,False,
1580.487,Levilactobacillus brevis ES01,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,ES01,,,,,,,,,,,,,,,,,,,,Poor,2022-01-30T00:00:00Z,,,PRJNA799909,SAMN25212001,GCA_021728655.1,,JAKKFB000000000,,WGS,Oxford Nanopore MinION,71.0x,Flye v. 2.9,,,7,2508615,45.758556,1.0,2379774.0,61.0,15.0,,4804,96.56,81.86,52.2,98.82,Abnormal CDS ratio;High CDS count,fermented rice,,2012-03,2012.0,,India,,,,Asia,"India: Tamil Nadu,Vellore",,,,,,,,,,,sample_type:Mixed culture,,2022-02-26T19:54:37.995Z,2022-02-26T19:54:37.995Z,fermented rice | ,False,False,
1580.488,Levilactobacillus brevis YSJ3,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Complete,YSJ3,,,,,,,,,,,,,,,,,,,,Good,2022-02-21T00:00:00Z,,,PRJNA804971,SAMN25819437,GCA_022350025.1,,"CP092264,CP092265,CP092266,CP092267,CP092268,CP092269,CP092270,CP092271",,Complete,Illumina HiSeq; PacBio,100.0x,SPAdes v. 3.13.0; CANU v. 1.8,,7.0,8,2546891,45.75826,1.0,2357253.0,65.0,15.0,,2573,97.05,95.84,,99.29,,Yeshanjun pickle,,2019-10-14,2019.0,,China,,,,Asia,China:Jingning,,,,,,,,,,,sample_type:Fermented vegetables,,2022-02-27T08:41:01.632Z,2022-02-27T08:41:01.632Z,yeshanjun pickle | ,False,False,
1580.49,Lactobacillus brevis WK12,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,WK12,,,,,,,,,,,,,,,,,,,,Good,2014-11-12T00:00:00Z,-,,PRJDB3257,SAMD00021033,GCA_000784455.1,,BBOW00000000,World Institute of Kimchi,WGS,MiSeq,527.89X,CLC De novo assembly v. 7.0.4,,,110,2601946,45.39,11.0,82707.0,65.0,12.0,,2604,98.8,98.3,,100.0,,,,,,,,,,,,,,,,,,,,,,,,"The genomic data of Lactobacillus brevis WK12 belonging to the family Lactobacillaceae of the Firmicutes, were obtained using the Miseq platform. The draft genome of Lactobacillus brevis WK12 contains 2,601,946 bp. Detailed genomic analyses and comparative studies with other lactobacill genomes will give further information and insight into the metabolism of lactobacill species.",2015-03-12T13:47:52.244Z,2015-03-16T03:17:09.594Z, | ,False,False,
1580.50,Lactobacillus brevis DmCS_003,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,DmCS_003,,,,,,,,,,,,,,,,,,,,Good,2015-01-05T00:00:00Z,-,,PRJNA252105,SAMN02849429,GCA_000814725.1,,JOKA00000000,Cornell University,WGS,Illumina HiSeq,1000.0x,Velvet v. 1.2.03,,,103,2864217,45.37,3.0,325705.0,67.0,6.0,,2792,99.3,99.0,,100.0,,pure bacterial culture,,2011-10-01,2011.0,,USA,New York,,,North America,USA: New York,,"Fruit fly, Drosophila melanogaster",Fruit Fly,,,,Insect,,,,,Characterization of isolates from the Drosophila melanogaster intestinal tract,2015-03-12T13:47:52.560Z,2015-03-16T03:17:09.594Z,pure bacterial culture | ,False,False,
1580.51,Lactobacillus brevis TMW 1.6,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,TMW 1.6,,,,,,,,,,,,,,,,,,,,Good,2015-02-06T00:00:00Z,-,,PRJNA264952,SAMN03144670,GCA_000833415.1,,JXUE00000000,Technische Universitaet Muenchen,WGS,454,37.7x,Celera Assembler v. 6.1,,,46,2520318,45.77,1.0,2437504.0,60.0,14.0,,2363,99.3,98.7,,100.0,,feces,,,,,,,,,,,,,,,,,,,,,,Identification of ecotype-specific marker genes for categorization of beer-spoiling Lactobacillus brevis,2015-03-12T13:47:52.886Z,2015-03-16T03:17:09.594Z,feces | ,False,False,
1580.52,Lactobacillus brevis TMW 1.313,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,TMW 1.313,,,,,,,,,,,,,,,,,,,,Good,2015-02-06T00:00:00Z,-,,PRJNA264952,SAMN03144671,GCA_000833405.1,,JXUF00000000,Technische Universitaet Muenchen,WGS,454,19.29x,Celera Assembler v. 6.1,,,11,2735295,43.52,1.0,2569162.0,64.0,9.0,,2817,95.7,93.1,7.2,86.8,,beer,,,,,,,,,,,,,,,,,,,,,,Identification of ecotype-specific marker genes for categorization of beer-spoiling Lactobacillus brevis;many frameshifted proteins,2015-03-12T13:47:53.193Z,2015-03-16T03:17:09.594Z,beer | ,True,True,positivo: cerveza/cerveceria
1580.523,Levilactobacillus brevis DRD-52,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,DRD-52,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA847016,SAMN28910712,GCA_023743355.1,,JAMRWO000000000,,WGS,Illumina NovaSeq,247x,Unicycler - PATRIC v. 3.6.8; MeDuSa v.,,,22,2478758,45.764812,1.0,2331883.0,58.0,3.0,,2537,99.9,99.6,,100.0,,artisanal Greek Kefalograviera cheese,,2019-07,2019.0,,Greece,,,,Europe,Greece: Western Macedonia,,,,,,,,,,,sample_type:draft genome,,2022-06-23T18:45:30.716Z,2022-06-23T18:45:30.716Z,artisanal greek kefalograviera cheese | ,False,False,
1580.524,Levilactobacillus brevis DRD-59,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,DRD-59,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA847016,SAMN28910713,GCA_023743375.1,,JAMRWN000000000,,WGS,Illumina NovaSeq,336x,Unicycler - PATRIC v. 3.6.8; MeDuSa v.,,,21,2479318,45.764034,1.0,2331985.0,58.0,3.0,,2536,99.9,99.6,,100.0,,artisanal Greek Kefalograviera cheese,,2019-07,2019.0,,Greece,,,,Europe,Greece: Western Macedonia,,,,,,,,,,,sample_type:draft genome,,2022-06-23T18:39:43.912Z,2022-06-23T18:39:43.912Z,artisanal greek kefalograviera cheese | ,False,False,
1580.525,Levilactobacillus brevis DRD-35,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,DRD-35,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA847016,SAMN28910710,GCA_023743475.1,,JAMRWQ000000000,,WGS,Illumina NovaSeq,321x,Unicycler - PATRIC v. 3.6.8; MeDuSa v.,,,19,2479458,45.763718,1.0,2331711.0,58.0,3.0,,2538,99.9,99.6,,100.0,,artisanal Greek Feta cheese,,2019-07,2019.0,,Greece,,,,Europe,Greece: Epirus,,,,,,,,,,,sample_type:draft genome,,2022-06-23T18:46:04.496Z,2022-06-23T18:46:04.496Z,artisanal greek feta cheese | ,False,False,
1580.526,Levilactobacillus brevis DRD-12,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,DRD-12,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA847016,SAMN28910709,GCA_023743495.1,,JAMRWR000000000,,WGS,Illumina NovaSeq,338x,Unicycler - PATRIC v. 3.6.8; MeDuSa v.,,,23,2478797,45.765316,1.0,2331495.0,58.0,2.0,,2535,99.9,99.6,,100.0,,artisanal Greek Feta cheese,,2019-07,2019.0,,Greece,,,,Europe,Greece: Epirus,,,,,,,,,,,sample_type:draft genome,,2022-06-23T18:45:40.855Z,2022-06-23T18:45:40.855Z,artisanal greek feta cheese | ,False,False,
1580.527,Levilactobacillus brevis DRD-51,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,DRD-51,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA847016,SAMN28910711,GCA_023743515.1,,JAMRWP000000000,,WGS,Illumina NovaSeq,294x,Unicycler - PATRIC v. 3.6.8; MeDuSa v.,,,21,2479779,45.764046,1.0,2331891.0,58.0,3.0,,2534,99.9,99.6,,100.0,,artisanal Greek Kefalograviera cheese,,2019-07,2019.0,,Greece,,,,Europe,Greece: Western Macedonia,,,,,,,,,,,sample_type:draft genome,,2022-06-23T18:45:36.926Z,2022-06-23T18:45:36.926Z,artisanal greek kefalograviera cheese | ,False,False,
